name,title,url,author,publisher,issued,publisher_classification,description,tags,license_id,license_url,license_notes,place,location,country,language,status,metadatacreated,generator,api_endpoint,api_type,full_metadata_download
data-gov-ro,Data.Gov.RO - Official Romanian OD Portal,http://data.gov.ro,Andrei Nicoara,Prime Minister Cancellary,01/09/2013,Government,Romania national portal for central government institutions.,romania national,Other (Open),,,"Bucharest, Romania","44.4378258,26.0946376",RO,ro,active,,,,CKAN API,
data-gov-tw,DATA.GOV.TW,http://data.gov.tw/,,,30/04/2013,Government,The Taiwan Government's official open data portal.,,Other (Open),,,Taiwan,"23.778649,121.019119",TW,zh,active,,,,,
data-hartford,Hartford Data,https://data.hartford.gov/,Brett Flodine / Enterprise GIS & Open Data Manager,City of Hartford ,27/08/2015,Government,This site is the open data site for the City of Hartford Connecticut. It provides access to both tabular data and our Enterprise GIS data. It is published using software provided by both Socrata and ESRI's ArcGIS Online Open Data platforms.,city unitedstates hartford local,Creative Commons Zero,http://creativecommons.org/publicdomain/zero/1.0/legalcode,,"Hartford, Connecticut ","41.767075, -72.682904",US,en,active,,Socrata,,Socrata Open Data API (SODA),
data-lincoln,Data.Lincoln,http://data.lincoln.ac.uk/,University of Lincoln,University of Lincoln,,,"Open data from the University of Lincoln, including course data, financial data, and organisational information.",academic_institutions,,,,"Lincoln, UK","53.2336131,-0.5392104",GB,en,active,2013-01-07T17:47:36.321Z,,,,
data-meti,"Open Data METI, Japan",http://datameti.go.jp/,"METI - Ministry for Economy, Trade and Industry, Japan","METI - Ministry for Economy, Trade and Industry, Japan",,,"Test site produced by METI, the Japanese Ministry for Economy, Trade and Industry.

Created using CKAN.",ckan,notspecified,,,Japan,"36.5748441,139.2394179",jp,ja,active,2013-02-07T14:13:28.145Z,,,,
data-norge-no,data.norge.no,http://data.norge.no/,Government of Norway,Government of Norway,,,"Norway's official government open data catalogue.

This supports the Norwegian [government's announcement](http://data.norge.no/blogg/2010/11/a-small-step-toward-more-open-data/) that to direct national agencies to publish data in machine-readable formats:

> In an executive decision announced today the Norwegian Ministry of Government Administrasjon, Reform, and Church Affairs has instructed all national government agencies to publish data in machine readable formats. This applies to data (1) that is valuable to the society, (2) that can be reused, (3) that is not confidential or bound by other regulations prohibiting release, and (4) that is presumed to be inexpensive to publish.

Launched Dec 2010",level.national ckan eu-official,,,,Norway / Norge / Noreg,"60.5000209,9.0999715",no,no,active,2011-07-19T01:02:34.05Z,,,,
data-publica_fr,Data Publica,http://www.data-publica.com/,Data Publica,Data Publica,,,"Repository of French data including public files found on the web, scraped data, and commercial data from private companies.

Contact: via <http://www.data-publica.com/content/contact-us/>.",publicdata-eu france,other-closed,,,France,"46.603354,1.8883335",FR,fr,active,2011-10-14T17:19:12.82Z,,,,
data-sa-gov-au,Data South Australia,http://data.sa.gov.au,Government of South Australia,Government of South Australia,,,The open data catalogue of the Australian state of South Australia,australia ckan,cc-by,,,South Australia,"-30.5343665,135.6301212",AU,EN,active,2011-10-12T19:56:24.809Z,,,,
data-taina---official-tainan-city-government-portal,Data.Taina - Official Tainan City Government Portal,http://data.tainan.gov.tw/,Jet,,01/04/2014,Government,Open data portal for Tainan City Government in Taiwan,,Other (Open),,,"Tainan, Taiwan","23.1510076,120.0656741",TW,zh,active,,,,,
data-ukmin-lt,data.ukmin.lt,http://data.ukmin.lt/,,,,,,eu-official,,,,,"43.671529,12.027204",,,active,2012-12-04T16:37:16.964Z,,,,
data-ulm,Datenkatalog Ulm,http://data.ulm.de/,City of Ulm,City of Ulm,,,Official Data Catalogue of the city of Ulm was launched in 2013. While most datasets are openly licensed (CC-BY or similar) some datasets are licensed under Licenses that are Non-Compliant with the Open Definition.,city germany municipality ulm,notspecified,,,Ulm,"48.398312,9.9910464",DE,DE,active,2014-02-01T13:50:06.187Z,,,,
data-zagreb-hr,data.zagreb.hr Official Open Data Portal,http://data.zagreb.hr,Miroslav Schlossberg,City of Zagreb,31/03/2014,Government,Portal for publishing open data | Croatian: Portal za objavu javno dostupnih podataka,croatia zagreb hrvatska,Open Data Commons - Attribution,,,"Zagreb, Croatia","45.840196,15.9643316",HR,hr,active,,,,,
dataact,dataACT (Australian Capital Territory),https://data.act.gov.au/,ACT Government Government Information Office,ACT Government Government Information Office,,,"dataACT is an open data service initiative for the ACT community that enables individuals, businesses, data journalists, NGOs and even other people in the public sector to access, explore and build upon existing government data sets in new and innovative ways.",australia,cc-by,,,"Australian Capital Territory, Australia","-35.2750537,149.0882869",AU,en,active,2012-10-01T22:56:27.853Z,,,,
datacatalogs-org,datacatalogs.org,http://datacatalogs.org/,Open Knowledge Foundation Deutschland e.V.,Open Knowledge Foundation Deutschland e.V.,,,DataCatalogs.org aims to be the most comprehensive list of open data catalogs in the world. It is curated by a group of open data experts from around the world.,ckan meta metacatalog okfn,odc-odbl,,,Global,"0,0",Global,en,active,2011-10-17T18:29:14.512Z,,,,
datadotug,DataDotUG,http://www.data.ug,Reinier Battenberg,Fruits of Thought,21/02/2013,Community,The home of Uganda's Open Data,,Other (Open),,,Uganda,"1.3726043,30.0585227",UG,en,active,,,,,
datagm,DataGM,http://www.datagm.org.uk,,,,,"Greater Manchester Datastore

Official site for the Manchester borough councils, fire and police services.

Coordinated by Trafford Council in partnership with FutureEverything and OKF. Runs on CKAN with a custom theme.",ctic level.regional ckan eu-official unitedkingdom,,,,Manchester,"53.4791466,-2.2447445",GB,en,active,2011-06-27T18:13:24.18Z,,,,
datagov-ru,DataGov.ru,http://datagov.ru/,Institute of Contemporary Development - Института Современного Развития,Institute of Contemporary Development - Института Современного Развития,,,"CKAN community site, Russia",ckan,,,,Russian Federation,"64.6863136,97.7453061",ru,ru,active,2011-10-14T15:02:40.813Z,,,,
datagovgreece,Greece National Data Portal,http://data.gov.gr/,General Secretariat of the Greek Prime Minister,General Secretariat of the Greek Prime Minister,,,Launched september 2013 in English and Greek.,level.national eu-official,cc-by,,,Greece,"39.000041,21.9999569",gr,en gr,active,2013-10-30T10:29:02.666Z,,,,
datakilder-no,datakilder.no,http://datakilder.no,Citizen-run data catalog,Citizen-run data catalog,,,"A catalog of primarily Norwegian data sources, mostly but not exclusively government data. In Norwegian language.

Also runs as no.ckan.net

Site maintainers: Olav Øvrebø / OKF",offdata offentlig-sektors-data ckan,notspecified,,,Norway,"60.5000209,9.0999715",NO,nb nn,inactive,2011-06-30T16:55:44.725Z,,,,
datalocale,Datalocale Aquitaine,http://datalocale.fr,Conseil général de la Gironde - Conseil régional d'Aquitaine,Conseil général de la Gironde - Conseil régional d'Aquitaine,,,"Portail mutualisé de données locales offrant des services de mises à disposition de ressources, de référencement et d'hébergement de données publiques sur le territoire du Sud-Ouest de la France",aquitaine geodata gironde government metadata,odc-odbl,,,Aquitaine,"44.3571841,-0.5391713",FR,fr,active,2011-07-18T22:52:16.641Z,,,,
datasf_org,DataSF,http://datasf.org,,,,,DataSF is a clearinghouse of datasets available from the City and County of San Francisco,ctic unitedstates,,,,San Francisco County,"37.748931,-122.440354",US,en,active,2011-06-27T18:12:55.49Z,,,,
datashanghai,datashanghai,http://www.datashanghai.gov.cn,Feng Gao,,01/12/2012,Government,"Launched in 2012 and Revamped in later 2014. The site now is responsive. The portal contains more than 500+ datasets mainly about locations (e.g.hospitals, schools) now.",shanghai china regional local,Unknown,,,"Shanghai, China","31.2243489,121.4767528",CN,cn,active,,,,,
daten-baden-wurttemberg,Baden-Württemberg Data Portal,http://opendata.service-bw.de/Seiten/default.aspx,Landesregierung Baden-Württemberg,Landesregierung Baden-Württemberg,,,"Launched March 2012, a Sharepoint based data portal, for the German federal state Baden-Württemberg.

The catalogue holds datasets under different OKD Compliant and OKD Non-Compliant Licenses.",level.regional eu-official germany,notspecified,,,Baden-Württemberg,"48.6296972,9.1949534",DE,de,active,2012-03-23T18:53:31.004Z,,,,
daten-bremen,Data Portal Bremen,http://www.daten.bremen.de/,Senatorin für Finanzen der Freien Hansestadt Bremen,Senatorin für Finanzen der Freien Hansestadt Bremen,,,"Official Data Catalogue of the German Federal State of Bremen was launched in June 2011.

The catalogue holdes datasets under different OKD Compliant and OKD Non-Compliant Licenses.",bremen city deutschland germany level.regional eu-official,notspecified,,,Bremen,"53.0758099,8.80717",DE,de,active,2012-03-28T10:02:59.351Z,,,,
dati_veneto_it,dati.veneto.it,http://dati.veneto.it/,Direzione Sistemi Informativi di Regione del Veneto,Direzione Sistemi Informativi di Regione del Veneto,,,"Data portal for the Veneto region, Italy",level.regional italy,,,,"Veneto, Italy","45.6476663,11.8665254",IT,it,active,2013-03-14T16:21:33.397Z,,,,
dati-emilia-romagna-it,dati.emilia-romagna.it,http://dati.emilia-romagna.it/,Regione Emilia-Romagna,Regione Emilia-Romagna,,,Open data portal for Emilia-Romagna region in Italy.,level.regional eu-official italy,,,,Emilia-Romagna,"44.525696,11.039437",IT,it,active,2011-10-14T10:07:45.816Z,,,,
dati-gov-it,dati.gov.it,http://dati.gov.it,Italian Ministry for Public Administration and Innovation,Italian Ministry for Public Administration and Innovation,,,Italian open government data. National catalog of open data.,europe italy level.national official eu-official,cc-by-sa,,,Italy,"42.6384261,12.674297",IT,it,active,2011-10-17T17:21:31.913Z,,,,
dati-lombardia,Data Regione Lombardia,https://www.dati.lombardia.it/,Regional Government of Lombardia,Regional Government of Lombardia,,,"The regional data portal for Lombardia, Italy. Creating using Socrata, launched March 2012.",level.regional lombardia eu-official italy,cc-by,,,"Lombardia, Italy","45.6209,9.768893",IT,it,active,2012-03-23T18:24:43.535Z,Socrata,,Socrata Open Data API (SODA),
datiopen_it,DatiOpen.it,http://www.datiopen.it/,DatiOpen.it Group,DatiOpen.it Group,,,Portal for Italian Open Data,italy,,,,Italy,"42.6384261,12.674297",ITa,it,active,2013-08-29T05:59:23.998Z,,,,
datos_misiones_gov_ar,datos.misiones.gov.ar,http://www.datos.misiones.gov.ar/,Government of the Province of Misiones,Government of the Province of Misiones,,,"Open Data Portal for Government of Misiones, Argentina",level.regional,,,,"Misiones, Argentina","-26.737224,-54.4315257",AR,es,active,2013-03-18T11:49:43.857Z,,,,
datos-abiertos-lima,Datos Abiertos de la Municipalidad Metropolitana de Lima,http://datosabiertos.munlima.gob.pe/,Metropolitan Municipality of Lima,Metropolitan Municipality of Lima,,,,,,,,Lima,"-12,-76.833333",,es,active,2011-10-09T20:02:29.261Z,,,,
datos-gub-uy,datos.gub.uy - Catálogo de Datos Abiertos,https://catalogodatos.gub.uy/,State of Uruguay,State of Uruguay,,,Official Data Catalog for Uruguay.,,,,,Uruguay,"-32.8755548,-56.0201525",,,active,2012-12-06T16:52:28.004Z,,,,
datos-org-py,DatosPy,http://datos.org.py,Gissela Peralta,Sociedad Civil,17/02/2015,Community,"Portal de Datos Abiertos de la Sociedad Civil
Aquí la sociedad civil, la academia, las empresas y el gobierno disponen sus datos en formatos abiertos para usar, re-usar, y compartir de forma libre y gratuita.",paraguay,Open Data Commons - Attribution Share-alike (Open Database License),,,Paraguay,"-23.4380203,-58.4483065",PY,es,active,,,,CKAN API,
datos-transparencia-gob-gt---portal-de-datos-abiertos-en-guatemala,datos.transparencia.gob.gt - Portal de Datos Abiertos en Guatemala,http://datos.transparencia.gob.gt/,Joel Peñate,Comisión Presidencial de Transparencia y Gobierno Electrónico,01/04/2015,Government,"El portal de datos abiertos de Guatemala, se constituye como el primer ejercicio de liberación de datos desde la adopción de la iniciativa de Gobierno Abierto (2011), actualmente se cuenta con más de 100 datasets de diversas instituciones para ser conocidos por las instituciones y personas en general que quieran aportar datos científicos, son creados bajo los lineamientos comunes recopilados de experiencias internacionales.",,Unknown,,,Guatemala,"15.459528,-90.388996",GT,es,active,,,,,
datosabiertos-df-gob-mx,datosabiertos.df.gob.mx,http://www.datosabiertos.df.gob.mx/,Diego Cuesy,DGGTIC / Oficialía Mayor,16/10/2014,Government,The portal is in its beta phase. It contains datasets from different Mexico City government ministries. The license is Creative Commons Mexico (CC BY 2.5 MX),,Open Data Commons - Attribution,,,"Mexico City, Mexico","19.3907336,-99.1436126",MX,es,active,,,,,
datosperu,datosperu.org,http://www.datosperu.org/,,,,,,,notspecified,,,Peru,"-6.8699697,-75.0458515",pe,es,active,2011-09-05T08:16:22.054Z,,,,
datospublicos-org,DatosPublicos.org,http://datospublicos.org/,http://garagelab.tumblr.com/,http://garagelab.tumblr.com/,,,"DatosPublicos.org is a catalogue where users can share and register, and also search, access, download, reuse, and redistribute information published by state agencies directly or by others based on information they provide.

DatosPublicos.org es un catálogo a partir del cual los usuarios puedan compartir y referenciar, pero también buscar, acceder, descargar, reutilizar y redistribuir la información que los propios organismos del Estado, u otros agentes en base a la información proporcionada a aquellos, ponen a disposición del público.",community government lang.es ckan,odc-odbl,,,South America,"-20.9999998,-61.0000002",,es,active,2011-12-13T09:34:16.86Z,,,,
dc_gov,District of Columbia,http://data.octo.dc.gov,District of Columbia,District of Columbia,,,"Access raw data files, databases, geographic data, and other data sources from the District of Columbia",ctic unitedstates,,,,"District of Columbia, United States","38.8937364,-76.9878113963744",US,en,active,2011-06-27T18:13:26.219Z,,,,
denver,Denver Open Data Catalog,http://data.denvergov.org/,City and County of Denver,City and County of Denver,,,"Official data portal for the City and County of Denver, Colorado, created in partnership with Open Colorado.",ckan unitedstates,cc-by,,,"Denver, Colorado","39.7391536,-104.9847034",US,en,active,2012-07-17T10:57:26.457Z,,,,
digitaliser_dk,Danish Data Catalogue,http://data.digitaliser.dk,National IT & Telecom Agency (Ministry of Science),National IT & Telecom Agency (Ministry of Science),,,Danish Public Data Catalogue,ctic level.national publicdata-eu eu-official,,,,Kingdom of Denmark,"55.670249,10.3333283",DK,dk,active,2011-06-27T18:13:18.217Z,,,,
district-of-columbia,District of Columbia,http://opendata.dc.gov/,Emanuel Feld,"The Office of the Chief Technology Officer, DC Government",,Government,New data portal to replace old link,,Creative Commons - Zero,http://dc.gov/page/terms-and-conditions-use-district-data,,"Washington, DC","38.8937364,-76.9878113963744",US,en,active,,,,,
dnv_org,"District of North Vancouver, British Columbia",http://geoweb.dnv.org/data/,District of North Vancouver,District of North Vancouver,,,"GEOweb, the District of North Vancouver’s Open Data portal. Uses its [own license](http://geoweb.dnv.org/ancillary/site-legal.html).",canada,,,,North Vancouver,"49.327377,-123.073303",CA,en,active,2011-10-14T20:35:44.022Z,,,,
drcongo_opendataforafrica,Open Data for Democratic Republic of Congo,http://drcongo.opendataforafrica.org/,African Development Bank Group,African Development Bank Group,,,Open data portal for Democratic Republic of Congo,africa,other-at,,,Democratic Republic of Congo,"-2.9814344,23.8222636",cod,en,active,2013-08-29T07:49:45.023Z,,,,
dublinked-datastore,Dublinked DataStore,http://www.dublinked.ie/datastore/index.php,NUI Maynooth,NUI Maynooth,,,"Dublinked is a joint initiative of the local authorities of the Dublin Region and researchers from NUI Maynooth.

The project operates a data store, including a data catalog, focusing on Dublin City and the neighbouring counties of the Dublin Region.

Some of the data is open, other parts are member-only. There is a membership fee.",dublin geodata ireland regional,notspecified,,,Dublin,"53.3494299,-6.2600969",IE,en,active,2011-10-17T17:03:58.839Z,,,,
e-data-gov-ua---the-official-portal-of-public-finance-in-ukraine,e-data.gov.ua - the official portal of public finance in Ukraine,http://e-data.gov.ua/,"Public Organization ""MUST BE""",Ministry of Finance of Ukraine,15/09/2015,Government,"Portal is an official state information resource on the Internet, where information is published in accordance with the Law ""On the open use of public funds.""
Access to the information published on web portal, is free and free of charge, providing the ability to meet public interest concerning control processes, formation, distribution and use of public funds managers and recipients of the State Budget of Ukraine, the Autonomous Republic of Crimea and local budgets and the Pension Fund, enterprises and funds of obligatory state social insurance.",,Other (Open),,,"Kyiv, Ukraine","50.4021368,30.2525084",UA,uk,active,,,,,
earthworks---stanford-university-libraries-geospatial-data-discovery-application,EarthWorks - Stanford University Libraries geospatial data discovery application,https://earthworks.stanford.edu,Jack Reed,Stanford University Libraries,22/04/2015,Research,"EarthWorks is a discovery tool for geospatial (a.k.a. GIS) data. It allows users to search and browse the GIS collections owned by Stanford University Libraries, as well as data collections from many other institutions. Data can be searched spatially, by manipulating a map; by keyword search; by selecting search limiting facets (e.g., limit to a given format type); or by combining these options.",,Other (Open),,Data in portal is licensed individually with a majority of it being public open data.,International,"37.427483,-122.169848",GLOBAL,en,active,,,,,
edmonton_ca,"Edmonton, Alberta",https://data.edmonton.ca/,City of Edmonton,City of Edmonton,,,Uses Socrata. You may consult a [list of datasets to be released](https://docs.google.com/spreadsheet/ccc?key=0ApBkb2qCoC6MdGx6M0RkN256Qnh4Qjh6MWE4QmdDUGc#gid=0) or [contact the office of the CIO](mailto:opendata@edmonton.ca). Adapted the [Vancouver license](http://www.edmonton.ca/city_government/initiatives_innovation/open-data-terms-of-use.aspx).,ctic canada,,,,"Edmonton, Alberta","53.5558285,-113.557352747797",CA,en,active,2011-06-27T18:13:01.749Z,Socrata,,Socrata Open Data API (SODA),
eduinfo,EduInfo,http://www.eduinfo.co.uk/,Eduinfo,Eduinfo,,,Online resource for all education data on schools in England.,unitedkingdom,,,,United Kingdom,"54.7023545,-3.2765753",GB,en,active,2013-12-06T10:19:36.568Z,,,,
emap-fundacao-getulio-vargas,Dados Abertos EMAp,http://ckan.emap.fgv.br,Fundação Getúlio Vargas,Fundação Getúlio Vargas,,,"Open data catalog from Brazilian Fundação Getúlio Vargas using CKAN.

Catálogo de dados abertos da Fundação Getúlio Vargas usando o CKAN.",brazil ctic fgv ckan,odc-odbl,,,"Rio de Janeiro, Brazil","-22.9112163,-43.2093781",BR,pt,active,2011-06-27T18:13:14.408Z,,,,
enel,ENEL,http://data.enel.com,ENEL,ENEL,,,"Open data from the Italian power company Enel, including financial data and sustainability data.

Enel is Italy’s largest power company, and Europe’s second listed utility by installed capacity. It is an integrated player, active in the power and gas sectors. Enel today operates in 40 countries worldwide, has over 97,000 MW of net installed capacity and sells power and gas to more than 61 million customers.",italy,cc-by,,,Italy,"42.6384261,12.674297",IT,it en,active,2011-10-17T17:23:43.285Z,,,,
eresearch-sa-open-data-directory,eResearch SA Open Data Directory,https://data.sa.edu.au/,Alex Sadleir,eResearch SA,30/06/2015,Research,This Open Data Directory is provided by eResearch SA for the research community in South Australia.,,Creative Commons - Attribution,,,"South Australia, Australia","-30.058333, 135.763333",AU,en,active,,,,,
esri-geoportal-server,Esri Geoportal Server Open Source,http://gptogc.esri.com/geoportal,"Esri, Inc.","Esri, Inc.",,,Free sample catalog built using the open source Esri Geoportal Server ([This link](http://esriurl.com/geoportalserver)).,catalog csw dublin-core fgdc geoportal interoperable iso metadata ogc open-source,notspecified,,,Globe,"33.3942223,-110.7864984",IE US UK ES FR NL DE pl sv IT lt AR id no ru fi cs PT,ie en es fr nl de sv it lt ar id no ru fi cs pl pt,active,2011-07-06T04:57:07.811Z,,,,
ethiopia_opendataforafrica,Open Data for Ethiopia,http://ethiopia.opendataforafrica.org/,African Development Bank Group,African Development Bank Group,,,Open data portal for Ethiopia,africa,other-at,,,Ethiopia,"10.2116702,38.6521203",eTH,en,active,2013-08-29T07:51:56.197Z,,,,
eu-open-data,EU Open Data,http://open-data.europa.eu/,European Commission,European Commission,,,Open Data portal for the European Commission and other institutions of the European Union.,ckan eu-official,,,,EU countries,"51.430595,20.763370",,,active,2013-01-21T09:34:02.507Z,,,,
european_dataportal,European Data Portal,https://www.europeandataportal.eu/,,European Commission,,Government,Open Data portal for the European Commission and other institutions of the European Union.,eu-official,,,,EU countries,"51.430595,20.763370",,,active,,CKAN,https://www.europeandataportal.eu/data/en/api,CKAN API,https://www.europeandataportal.eu/data/en/api/3/action//current_package_list_with_resources
euskadi_net,Open Data Euskadi,http://opendata.euskadi.net,Basque Government,Basque Government,,,"Open Data Euskadi.

-The open data catalog of the Basque Government (Spain). Since 2010, April.",ctic level.regional eu-official spain,cc-by,,,Basque Country,"42.9644586,-2.56308183",ES,es eu en,active,2011-06-27T18:14:51.79Z,,,,
eutransparency,European Open Data Inventory,http://ckan.net/tag/read/eutransparency,,,,,"EU Transparency, CKAN (Open Knowledge Foundation). CKAN makes it easy to find, share and reuse open content and data.",ctic,,,,Europe,"51.0000003,9.9999997",Europe,en,inactive,2011-06-27T18:13:28.115Z,,,,
extremadura,Extremadura Reutiliza,http://www.extremadurareutiliza.es/,,,,,"Open Data initiative in Extremadura, Spain. It has been shut down by regional government",ctic level.regional eu-official spain,,,,Extremadura,"39.1748426,-6.1529891",ES,es,active,2011-06-27T18:13:30.202Z,,,,
fair-play_sk,Slovakia Data Catalogue,http://datanest.fair-play.sk/datasets,Aliancia Fair-Play,Aliancia Fair-Play,,,Slovakia Public Data Catalogue,ctic,,,,Slovakia,"48.7411522,19.4528646",SK,sk,active,2011-06-27T18:15:52.967Z,,,,
fingal_county_ie,Fingal Open Data,http://data.fingal.ie/,Fingal County Council,Fingal County Council,,,"Open Data portal of Fingal County Council, a local authority that governs suburban and rural areas north of the City of Dublin, Ireland. Data coverage includes excerpts from national statistics, locations of amenities, and councillor expenses. 74 datasets as of June 2011.",ctic ireland level.local eu-official,other-at,,,"Fingal, Ireland","53.4937362,-6.224533998",IE,en,active,2011-06-27T18:13:33.226Z,,,,
finland,Finnish national data catalogue (beta),http://beta.avoindata.fi/,Valtionkonttori,Valtionkonttori,,,"Beta version of the Finnish national data catalogue - production sitre expected Q4 / 2014

Launched 5.3.2014

see more: http://valtiokonttoriblogi.wordpress.com/2014/03/05/beta-avoindata-fi-on-nyt-julkaistu/",ctic finland level.national ckan,notspecified,,,Finland,"63.2467777,25.9209164",FI,fi,active,2011-06-27T18:14:53.881Z,,,,
fredericton_ca,"Fredericton, New Brunswick",http://www.fredericton.ca/en/citygovernment/DataMain.asp,City of Fredericton,City of Fredericton,,,You may send feedback via [email](mailto:opendata@fredericton.ca) or [webform](http://www.fredericton.ca/en/includes/email/emailattachment.aspx?id=524&ref=http://www.fredericton.ca/en/citygovernment/Catalogue.asp). Adapted the [Vancouver license](http://fredericton.icreate2.esolutionsgroup.ca/cityfredericton/en/citygovernment/TermsOfUse.asp).,canada,,,,"Fredericton, New Brunswick","45.9646491,-66.6437529",CA,en,active,2011-10-28T14:54:40.77Z,,,,
gangwon-province,강원 공공데이터,http://data.gwd.go.kr/,Gangwon Province,Gangwon Province,,Government,강원 공공데이터,province southkorea,,,,Gangwon,"37.5000, 128.2500",KR,ko,active,,,,,
gatineau_qc,"Gatineau, Québec",http://www.gatineau.ca/donneesouvertes/,Ville de Gatineau,Ville de Gatineau,,,,canada,,,,"Gatineau, Québec","45.4563052,-75.7228828",CA,fr,active,2014-02-14T22:01:58.782Z,,,,
gencat_cat,Catalonia Open Data Catalog,http://dadesobertes.gencat.cat,,,,,Catalonia Open Data Catalog / Generalitat de Catalunya,ctic level.regional eu-official spain,,,,Catalonia,"41.8523094,1.5745043",ES,ca,active,2011-06-27T18:12:47.341Z,,,,
gent,Gent Data Catalogue,http://data.gent.be,City of Ghent,City of Ghent,,,City data catalogue as part of 'smart city' oriented actions. Non-open license: commercial use banned.,level.local eu-official,other-nc,,,Gent,"51.0538286,3.7250121",BE,nl,active,2013-08-29T10:12:29.658Z,,,,
geo_be,Geo BE,https://www.geo.be,Federal Authorities of Belgium,Federal Authorities of Belgium,,Government,Geodata catalogue for Belgium,meteorological geo belgium,,,,Belgium,"50.536,4.399",BE,en fr nl de,active,,,,,
geocmmons,GeoCommons,http://geocommons.com,GeoIQ,GeoIQ,,,"Online community of open geospatial data, visualizations and analysis.",economics environment geo government health mapping,cc-by,,,World,"0,0",,en,active,2011-06-30T12:18:29.957Z,,,,
geodata,geodata vicenza,http://www.comune.vicenza.it/ente/settori/dipgenpers/sistinf/sit/daticartografici.php,Comune di Vicenza,Comune di Vicenza,,,geodata of Vicenza city,level.local eu-official italy,other-open,,,Vicenza Italia,"45.5487549,11.549747",IT,it,active,2011-10-18T13:33:58.4Z,,,,
geodata_gov_gr,geodata.gov.gr,http://geodata.gov.gr/geodata/,"Institute for Information Systems / EC ""Athena""","Institute for Information Systems / EC ""Athena""",,,The geodata.gov.gr portal is the first attempt to free geospatial data available to the wider Civil Service and to all citizens of Greece.,eu-official,,,,Hellenic Republic,"37.985150,23.76838",GR,el,active,2011-06-27T18:15:38.398Z,,,,
georgia,Georgia,http://www.open.georgia.gov/,State of Georgia,State of Georgia,,,Open Georgia,ctic unitedstates,,,,"Georgia, United States","32.3293809,-83.1137366",US,en,active,2011-06-27T18:15:08.994Z,,,,
georgia_public_information,Georgia Public Information Database,http://www.opendata.ge,Institute for Development of Freedom of Information,Institute for Development of Freedom of Information,,,"Georgia Public Information Database -
On the web-site you can see the officially received public documents from the state authorities of Georgia in response to the submitted FoIA requests.
the web-site was created by the Institute for Development of Freedom of Information - a non-for-profit, non-governmental organization operating in Georgia and focused on enhancing of openness of governmental agencies, Administrative transparency, access to public documents and development of e-Transparency, e-government in Georgia.
For more information please see www.idfi.ge",government spending,,,,Georgia,"32.3293809,-83.1137366",KA,English/Georgian,active,2011-06-27T18:13:37.407Z,,,,
geospatial-one-stop,Geospatial One-Stop,http://www.geodata.gov,US Geological Survey,US Geological Survey,,,"Federal catalog of geospatial resources available by US government (federal, state, local), academia, NGO, commercial, and other sources.",arcgis arcims fgdc geo gos kml shapefile wms,notspecified,,,USA,"39.7837304,-100.4458825",USA,en,active,2011-07-06T04:49:45.54Z,,,,
ghana_opendataforafrica,Open Data for Ghana,http://ghana.opendataforafrica.org/,African Development Bank Group,African Development Bank Group,,,Open data portal for Ghana,africa,other-at,,,Ghana,"8.0300284,-1.0800271",gha,en,active,2013-08-29T08:02:39.701Z,,,,
ghdx,GHDx - Global Health Data Exchange,http://ghdx.org,Institute for Health Metrics and Evaluation,Institute for Health Metrics and Evaluation,,,"Catalog of the world's health and demographic data, maintained by the Institute for Health Metrics and Evaluation (IHME) at the University of Washington.",health,,,,Global,"47.655407,-122.303616",Global,en,active,2012-11-09T09:36:42.107Z,,,,
gijon_es,Gijón Public Data Catalogue,http://datos.gijon.es,,,,,City of Gijón Public Data Catalogue,ctic level.local eu-official spain,,,,Gijón,"43.5450394,-5.6626443",ES,es,active,2011-06-27T18:13:39.357Z,,,,
gipuzkoa_irekia_eus,Gipuzkoa Irekia,http://www.gipuzkoairekia.eus,Foral Deputation of Gipuzkoa,Foral Deputation of Gipuzkoa,,Government,"Gipuzkoa Irekia, aligned with the principles of Open Government, wants to offer a shared space for the opening of data and the publication of transparency information to both the institutions and the citizens of Gipuzkoa.",ctic level.regional eu-official spain,cc-by,http://www.gipuzkoairekia.eus/es/lege-oharra,,Gipuzkoa,"43.291044,-1.980484",ES,es eu,active,,CKAN,http://api.gipuzkoairekia.eus,,
gironde-aquitaine_fr,OpenData Locale Gironde-Aquitaine,http://www.datalocale.fr/,Conseil Général de la Gironde,Conseil Général de la Gironde,,,Mutualised OpenData store for France's departments of Gironde and region of Aquitaine,level.regional eu-official france,odc-odbl,,,Gironde,"44.88390205,-0.6046438381",FR,fr,active,2011-11-08T19:46:07.423Z,,,,
go-geo,Go-Geo!,http://www.gogeo.ac.uk,"EDINA, University of Edinburgh","EDINA, University of Edinburgh",,,"A catalog of public geospatial datasets with a focus on research reuse, maintained by EDINA.ac.uk on behalf of JISC.ac.uk",geodata inspire research,notspecified,,,United Kingdom,"54.7023545,-3.2765753",,en,active,2011-07-06T06:38:27.358Z,,,,
gongio,Gong.io,http://gong.io/,,,,,"Gong.io is an open data initiative and platform for Wollongong, Shellharbour, Kiama and the greater Illawarra region (an hour south of Sydney, Australia).",australia,,,,Illawarra,"-34.5427778,150.8594444",AU,en,active,2014-07-30T06:29:36.342Z,,,,
